wave,flux,std,n_contrib
0.06848339549254359,40.48596449229962,0.0,1
0.07073295020240924,29.193441261923194,21.378389109489763,2
0.0729825049122749,7.82432985859886,0.0,1
0.07523205962214055,0.3962007841471795,0.0,1
0.0774816143320062,-0.9402878229094478,0.0,1
0.07973116904187186,9.370735656818187,2.4018715734535894,2
0.08198072375173751,-1.7741685482235066,0.0,1
0.08423027846160316,2.2298172863509143,2.489077782843756,2
0.08647983317146882,8.669247493829285,0.0,1
0.08872938788133447,-1.869184712223693,0.0,1
0.09097894259120012,4.739065696451998,4.613687372917527,2
0.09322849730106578,2.1470350395714055,1.0486727536861877,2
0.09547805201093143,2.0160142547732685,1.068269941165604,2
0.09772760672079708,0.3527783180865225,1.0380289304834445,2
0.09997716143066274,1.4046264790906067,2.540583931241288,3
0.10222671614052839,2.4128966404371184,1.8621550206652158,2
0.10447627085039404,0.3770665724885051,1.6943285557726542,3
0.1067258255602597,2.8464627006399628,3.69660652073512,4
0.10897538027012535,2.94541205552696,2.6268666448649514,3
0.111224934979991,3.5767798487465563,1.429222862922409,3
0.11347448968985666,2.237650538011571,1.995426362892701,3
0.11572404439972231,0.4814649549797026,1.496776803027253,3
0.11797359910958796,-0.4775965253854407,1.293097952253647,3
0.12022315381945362,4.463423554964798,1.4261097652540726,4
0.12247270852931927,11.254289053840663,7.096096779515139,3
0.12472226323918492,3.4704617570570733,2.118691535874793,3
0.12697181794905057,3.426411214676031,1.532649675032619,3
0.12922137265891623,1.7361794767920606,3.1600222710736836,4
0.13147092736878188,2.26807617226104,2.099747481426756,4
0.13372048207864753,3.9000353785699557,1.8403429353592795,4
0.1359700367885132,3.6920571287362085,0.8916952929348765,4
0.13821959149837884,2.18002455282947,2.1679105231532128,5
0.1404691462082445,2.4516850512788375,2.0363395179393993,5
0.14271870091811015,2.9781628683157555,1.6373245318845504,5
0.1449682556279758,3.5734855832576393,1.7852912721729153,5
0.14721781033784145,5.329421146344996,1.7979351554508738,5
0.1494673650477071,3.000108091613122,1.7205916395294487,5
0.15171691975757276,2.126807754351355,1.9249090098598196,5
0.1539664744674384,3.0317895068304006,2.1638246090157427,5
0.15621602917730407,3.6132185032773427,2.076775117995267,5
0.15846558388716972,2.991360631875942,1.868724178340074,5
0.16071513859703537,3.2469881238671117,1.5576837114934627,4
0.16296469330690103,2.6463578709071753,1.1483838038384797,5
0.16521424801676668,2.534547203266726,1.6439206628602951,5
0.16746380272663233,3.035216088869028,0.8826458892813869,5
0.16971335743649799,2.1234318048897345,2.298088028380076,5
0.17196291214636364,2.2357912281869794,1.0192603557282385,5
0.1742124668562293,2.0152790580203233,1.448962427101216,5
0.17646202156609495,1.992618435263314,1.6966561003154221,5
0.1787115762759606,2.2040329935348977,1.2051705969504551,5
0.18096113098582625,2.4067607591890257,0.9087451982221356,5
0.1832106856956919,2.3689736572251094,1.137294787708888,5
0.18546024040555756,2.8279799052073877,1.020981230090345,5
0.1877097951154232,2.8848228792062423,1.1338533702761617,5
0.18995934982528886,2.787229143845855,1.1551659037972064,5
0.19220890453515452,2.5445560441359234,0.8113862320601476,5
0.19445845924502017,2.377640019301991,0.5493326559743853,5
0.19670801395488582,2.5422616457874505,0.7528180557203663,5
0.19895756866475148,1.6191386420355536,0.8254816730761243,5
0.20120712337461713,1.7035975502822547,0.877905959077031,4
0.20345667808448278,1.5844639841617085,1.5007149557168364,5
0.20570623279434844,1.4499096209578117,1.2521681413323569,5
0.2079557875042141,0.9542632661247266,1.4179410323951962,5
0.21020534221407974,1.3947103339001734,1.2936534385958154,5
0.2124548969239454,1.5087891228478807,1.367050847031885,5
0.21470445163381105,2.0789246755525235,1.4420048927231444,5
0.2169540063436767,1.3735592523370594,0.862458403715905,5
0.21920356105354236,1.3402057870026582,1.0194188199488314,5
0.221453115763408,1.661419937738352,1.1557565228704834,5
0.22370267047327366,1.7303161202247748,1.0538005163650765,5
0.22595222518313932,1.4350238669715185,1.1187160735360278,5
0.22820177989300497,1.995678844195202,0.9047389179378789,5
0.23045133460287062,1.5384479033881684,1.6444420821958943,5
0.23270088931273628,1.0203141532808586,1.2521533074369104,5
0.23495044402260193,1.4103850017264759,0.7880329308772358,5
0.23719999873246758,1.4948675161861154,1.0617563403610408,5
0.23944955344233324,1.6642068331149915,1.486687409411356,5
0.2416991081521989,1.8142102670147697,1.4373016664304292,5
0.24394866286206454,1.6563836031682115,1.1140599232973407,5
0.2461982175719302,2.073417285776143,0.5815698888465634,5
0.24844777228179585,2.0463773117795876,0.5492170419424087,5
0.2506973269916615,1.8665744640550972,1.2106469725350641,5
0.2529468817015271,1.4184398586348894,1.5706561488590305,5
0.2551964364113928,1.5145957724594825,1.344373291070951,5
0.25744599112125843,1.2823418379898883,1.0242792706068249,5
0.2596955458311241,0.8982040632708088,0.9851130114689051,5
0.26194510054098974,0.9234172773217362,0.5397596849664935,5
0.2641946552508554,1.335913532658823,0.5678295330724772,5
0.26644420996072105,1.1363433654793789,0.6472836060303884,5
0.2686937646705867,1.2914794271146335,0.4927371299896747,5
0.27094331938045235,1.4402417073213758,0.4944853443745748,5
0.273192874090318,1.5329029291895195,0.8051296795721755,5
0.27544242880018366,1.6944597586433645,1.2272520794395787,5
0.2776919835100493,1.5384796631158477,0.7119172348961436,5
0.27994153821991496,1.9050795949060344,0.9720323356512842,5
0.2821910929297806,1.5614712364963537,0.4720791964871365,5
0.28444064763964627,1.6789629382395013,0.8291384919963404,5
0.2866902023495119,1.345734560995855,0.5143508425301249,5
0.2889397570593776,1.1880364929623384,0.5258622062186865,5
0.29118931176924323,1.0835980144372694,0.7323428418728964,5
0.2934388664791089,1.6346364339233055,0.45520664878959777,5
0.29568842118897454,1.5439721578768952,0.199781743377639,5
0.2979379758988402,1.2861640640282004,0.34841766811364117,5
0.30018753060870584,1.1233342524073646,0.4393200434370451,5
0.3024370853185715,1.2217511818697606,0.35286100628164935,5
0.30468664002843715,1.354138047438095,0.4145620406060764,5
0.3069361947383028,1.2236939691426592,0.3147579451365818,5
0.30918574944816846,1.2581902614225928,0.29846193885299466,5
0.3114353041580341,1.1320185833708534,0.3756921087961089,5
0.31368485886789976,1.227234879950632,0.1849458890016471,5
0.3159344135777654,1.0286077893897185,0.30720911195422024,5
0.31818396828763107,1.065255596306541,0.48570051447498824,5
0.3204335229974967,1.6586649840853382,0.23623139193017076,5
0.3226830777073624,1.5763842472903526,0.2640702315540155,5
0.32493263241722803,1.2124630289352518,0.21399910126949476,5
0.3271821871270937,1.1660192636742246,0.507863650714121,5
0.32943174183695934,1.125677161004878,0.1684550509471819,5
0.331681296546825,1.1744548805605857,0.2884788182703803,5
0.33393085125669064,0.9859203833155957,0.27192315951662593,5
0.3361804059665563,0.883334663493833,0.21758858406049528,5
0.33842996067642195,1.0170264141838474,0.31221306166187024,5
0.3406795153862876,1.0734246034858685,0.1773095769559736,5
0.34292907009615325,1.2263700102656123,0.2162101452205461,5
0.3451786248060189,1.1386174050779263,0.14605201270070162,5
0.34742817951588456,1.0682182487081078,0.15630721538047637,5
0.3496777342257502,1.2622333400694472,0.17442439494131404,5
0.35192728893561587,1.1525653245131906,0.21835211026326157,5
0.3541768436454815,1.0280028363062723,0.14281839787937936,5
0.3564263983553472,0.9442218222044423,0.24972736117757002,5
0.3586759530652128,0.8236671046193831,0.379860993256519,5
0.3609255077750785,0.6572721738991897,0.2975457319085242,5
0.36317506248494413,0.6788214180099492,0.38453923539477347,5
0.3654246171948098,0.9756686112866024,0.13101103103682957,5
0.36767417190467544,0.8855103026841145,0.5128088888862563,5
0.3699237266145411,1.291041621834084,0.47260060497976875,5
0.37217328132440675,1.5830285189321294,0.6699255807659444,5
0.3744228360342724,1.6923076502327075,0.44138886556910323,5
0.37667239074413805,1.4906628928446186,0.15825140863552056,5
0.3789219454540037,1.62712605309683,0.3245513974066892,5
0.38117150016386936,1.7349523009374046,0.45998773619494354,5
0.383421054873735,1.7696746742504204,0.560622347759152,5
0.38567060958360067,2.492651098342999,0.42133024981200085,5
0.3879201642934663,2.8080039062878197,0.7695633349743786,5
0.39016971900333197,2.2665714654081057,0.5534581784979286,5
0.3924192737131976,1.8364436648140163,0.4208758865464557,5
0.3946688284230633,1.9826005351626872,0.24901203868201396,5
0.39691838313292893,2.2019464646394935,0.39217968211459375,5
0.3991679378427946,2.447977529281868,0.3111300326049833,5
0.40141749255266024,2.2090984264989166,0.374663674051894,5
0.4036670472625259,2.1317034124355385,0.5086880667564686,5
0.40591660197239154,2.312184042190683,0.5958116959076092,5
0.4081661566822572,2.925381596052498,0.381953175114765,5
0.41041571139212285,3.048189195103343,0.5284214502797382,5
0.4126652661019885,2.9224318317083817,0.41810216002142886,5
0.41491482081185416,2.8345984095781236,0.38517544092772,5
0.4171643755217198,2.767383500853073,0.5510054602685196,5
0.41941393023158546,2.6917627384789036,0.4280241543217813,5
0.4216634849414511,2.641781066948359,0.331872863532413,5
0.42391303965131677,2.8983954313581357,0.2059710321909817,5
0.4261625943611824,2.752788469502408,0.4705242215887561,5
0.4284121490710481,3.4817608308613126,0.3129217047984129,5
0.43066170378091373,3.2174181645237296,0.2642409930443652,5
0.4329112584907794,3.700297587901538,0.3964601630284546,5
0.43516081320064504,4.606480110026323,0.8092708628641038,5
0.4374103679105107,4.385333227755173,0.706684393366753,5
0.43965992262037634,3.132956931533537,0.16209555489144273,5
0.441909477330242,3.339523651402221,0.34040727201585835,5
0.44415903204010765,3.3645164600835273,0.3701390774135141,5
0.4464085867499733,3.404305535794324,0.4748809250764822,5
0.44865814145983896,3.1989144784549777,0.18897943694951772,5
0.4509076961697046,3.071713374779127,0.42210776011582685,5
0.45315725087957026,3.1632746487916643,0.31307789120025586,5
0.4554068055894359,2.916540396042662,0.5901108752567972,5
0.45765636029930157,3.1466279928657426,0.2959054207204915,5
0.4599059150091672,3.1780857857564735,0.21910878910135237,5
0.4621554697190329,3.320344332416474,0.44081984139881836,5
0.4644050244288985,3.447136365208171,0.16112425974087247,5
0.4666545791387642,3.7640122039901973,0.3067950597333578,5
0.46890413384862983,3.947336212325676,0.3973007691518982,5
0.4711536885584955,3.462258150549059,0.3437406707626994,5
0.47340324326836114,3.8786518635984857,0.27085613392747887,5
0.4756527979782268,3.751589023233747,0.2353265386203296,5
0.47790235268809245,3.735338351143818,0.28163587531761247,5
0.4801519073979581,4.139866698884232,0.31228505854270117,5
0.48240146210782375,4.934904538936567,0.35927532041055116,5
0.4846510168176894,6.594367499177352,1.011109165904633,5
0.48690057152755506,7.966656569597499,1.3627174800958264,5
0.4891501262374207,5.969387236799372,0.9576786256721805,5
0.49139968094728637,4.884351237633285,0.5299690177251237,5
0.493649235657152,4.941579385679483,0.4106457153883297,5
0.49589879036701767,6.748889087090933,1.8852162637687042,5
0.4981483450768833,6.4381438787092815,1.6867932679642765,5
0.500397899786749,12.824795557660593,7.721564522585633,5
0.5026474544966146,8.943613619495343,4.251961935720965,5
0.5048970092064803,4.8803189936557985,0.571133217691365,5
0.5071465639163459,4.392265681887717,0.17617396359894325,5
0.5093961186262116,4.112599488124458,0.3074950850312983,5
0.5116456733360772,4.157222203575303,0.46909181354582963,5
0.5138952280459429,4.049424118757569,0.28150907377182255,5
0.5161447827558086,4.220368773889912,0.3754155588670619,5
0.5183943374656742,4.14546353058013,0.3324530641502133,5
0.5206438921755399,3.9571842910383737,0.3834536867383259,5
0.5228934468854055,3.904031669469961,0.37383299461671593,5
0.5251430015952712,4.054308356801909,0.27284633186266394,5
0.5273925563051368,4.192418036222202,0.1904452255546277,5
0.5296421110150025,4.145685962249288,0.11100454465893572,5
0.5318916657248681,4.013711602730163,0.16665385322274173,5
0.5341412204347338,4.031814006669676,0.20158943277121277,5
0.5363907751445994,4.1815654000003395,0.28816894302390106,5
0.5386403298544651,4.044424390288617,0.3177952670794504,5
0.5408898845643307,4.140687043343726,0.28826806255271864,5
0.5431394392741964,4.048547354720769,0.24672290658664192,5
0.545388993984062,3.958264842129264,0.26064195891734043,5
0.5476385486939277,3.9503741049406846,0.5341707765922102,5
0.5498881034037933,4.008651355861626,0.18915009176965403,5
0.552137658113659,4.344168110868774,0.31261416889252436,5
0.5543872128235247,4.5743546102568775,0.763930332907762,5
0.5566367675333903,4.124510087079675,0.47228229925951454,5
0.558886322243256,3.854963909145335,0.2867740777186678,5
0.5611358769531216,3.9880387801652453,0.152954571998221,5
0.5633854316629873,4.299552876682851,0.5352638204651835,5
0.5656349863728529,4.011021236889655,0.42344151033319155,5
0.5678845410827186,4.192786004208402,0.28903782092457747,5
0.5701340957925842,4.094872288561246,0.3389950003882936,5
0.5723836505024499,4.182185817424963,0.1549581089805034,5
0.5746332052123155,3.8536483224593434,0.6032608754192933,5
0.5768827599221812,4.192175086690909,0.28122074741422504,5
0.5791323146320468,4.186650605084415,0.2562676657891691,5
0.5813818693419125,4.250389560859928,0.3468965149611666,5
0.5836314240517781,4.144930059714085,0.2428916601399244,5
0.5858809787616438,4.6013348710983015,0.6108558095479022,5
0.5881305334715095,4.9016984272781485,0.8687817927252819,5
0.5903800881813751,4.24148247871711,0.29856124077471935,5
0.5926296428912408,3.993101329715917,0.474765837647016,5
0.5948791976011064,4.164202096476553,0.16973643112988002,5
0.5971287523109721,3.98517527999511,0.5929153615470265,5
0.5993783070208377,4.417934333872274,0.6263420469682888,5
0.6016278617307034,4.523528930461095,0.8560990224476654,5
0.603877416440569,4.420823984839902,0.7752626469841839,5
0.6061269711504347,4.084941784848665,0.076633593883054,5
0.6083765258603003,4.392634546503454,0.6529736994990794,5
0.610626080570166,4.289033790842952,0.549975316518503,5
0.6128756352800316,4.046403138811902,0.2167921666086942,5
0.6151251899898973,3.9261914761939116,0.46851998464283734,5
0.617374744699763,4.143745145894705,0.5222079625507551,5
0.6196242994096286,4.391998276400381,0.9095457701272786,5
0.6218738541194943,4.378538393876234,0.6293672677663279,5
0.6241234088293599,4.533183865651069,0.6823131119849519,5
0.6263729635392256,4.591014411540038,0.6405501402727724,5
